External ID,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens
PSM6XBUQ,0,6.85911,0,0.1874,0.01479,0,0.04965,0.1187,0.35881,2.43056,0.03428,2.04888,0,0.12303,0,0,0.01775,0,0.02305,0,0,0,0,0,0,0.02694,0,0,0.01378,0
CSM67UAU,0,0.29496,0,1.92656,0.05604,0,0.00098,0.09578,0.61052,0.0043,1.21829,11.15468,0,0,0,0,0,0,0,0,0,0,0,0,0.0417,0,0,0,0,0.42894
HSM67VI7,1.04291,0,0.0542,0.52869,0,0,0.34745,0.72745,0.14727,0,0.89417,6.68326,0,0.00537,0,0,0.33908,0,0.12827,0,0,0,0,0,38.05475,0,0,0.32097,0,0
PSM7J18K,0,2.08275,0,0.09182,0,0,0,0.11997,0,0.59102,0,0.25975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSM79HF9_TR,12.3639,0,0.05478,0.18442,0,0.00958,0.15994,0.36361,0.03806,0.81681,0.44952,0,0,0,0.00627,0,0.06523,0.04297,0.04411,0.03672,0,0,0,0,0,0.6177,0,1.06571,0,0.13602
CSMA88CB,4.51031,0.12797,0.29825,0,0.02266,0.14237,0.09683,0,0,12.96111,0,0,0,0,0.35802,0,0,0,0,0.48785,0,0.50885,0,0,0,0,0,0,0,0
MSM5LLER,0,2.11249,0.02021,1.72677,0,0,0,0.10015,0,0.5365,0.5688,6.65118,0,0,0,0,0.00058,0,0.00584,0,0,0,0,0,0,0,0,0,0,0
HSM7CYZL,0.04516,0.25029,0.08198,0.76848,0,0.63007,0.00627,0.03328,0.00818,13.75088,1.73213,6.37982,0,0,0,0,14.91465,0,0.14741,0,0.11412,0,0,0,6.37292,0,0,0,0,0
HSM5MD6O_P,0,0,0.01982,0,0,0,0.01063,0,0.01657,0,8.61161,6.27949,0.06197,0.75049,0,0,0,0,0,0,0,0,0,0,19.94814,0,0,0,0,0
HSM7J4QD,0,14.28726,0,0,0,0,0,0,0,0,0,0,0.04276,1.9447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSM67VFH,0,22.9285,0,0,0,0,0,0,0,0,0,0,0,0,0.03837,0,0,0,0,0,0,0,0,0,0,0.08483,0,0,0,0
HSM6XRTA_P,5.33854,0.02146,0.04048,0.41195,0.01314,0.05111,1.2757,0.16576,0.08834,0,1.44265,3.49617,0,0,0.03986,0,0.08807,0,0,0,0,0,0,0,0.73546,0,0,0,0,0
CSM67UAI_P,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57652,0,0,0,0,0,0,0,14.14859,0,0,0,0,0,0,0,0
MSM79HDS,0,0.0405,0.89879,1.60803,0.01276,0,0,0.3039,0,0,3.03964,6.55985,0,0,0,0,1.31424,0,0.57419,0,0,0,0,0,2.02094,0.02031,0,0,0,0
PSMA265J,0,0,0,0,0.40545,0,0,0,0,0,0,0,0,0.30832,0,0,0,0,0,0.63337,0.38139,0,0.1472,0,0,0.13611,0,0,0,0
HSMA33QM,6.97463,0,0.50317,0.63532,0,0,0,0.07138,0.17579,0,0.30423,5.16089,0,0,1.32652,0,0,0,0.8823,0,0.52061,0,0.00254,0,3.0346,0,0,0.57262,0,0.29186
HSM7CZ1Z,0,3.04838,0.11549,1.33219,0.00482,0.13167,0.72203,1.03822,0,0,2.0887,0.01967,0,0,0.00979,0,0,0.05224,0.13881,0.03011,0,0,0.0035,0,8.7074,0,0,0.56375,0.03536,0.05887
MSM9VZM4_P,0,16.45985,0,0.89674,0,0,0,0,0,0.8995,0,4.22087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSMA33O3,0,7.10489,0.30854,2.79058,0,0.08749,0.42708,0,0,0,0.38026,0,0,0,0,0,0,0,0.0353,0,0,0,0,0,4.08377,0,0,0.21306,0,0.04104
HSM67VG2_P,0.05357,61.21578,0.00362,0,0.01409,0,0.01291,0.02298,0.28069,0,1.28458,4.61037,0,0.01003,0.01486,0.08976,0,0,0,0,0,0,0.11991,0,1.81264,0,0,0,0,0.09437
HSM67VIB,0.00899,0,0,0.41595,0,0.00423,0.35548,0.04091,0.10738,0,0.7106,8.61123,0,0.01663,0,0,0.12707,0,0.13397,0,0,0,0,0,39.90033,0.01567,0,0.19329,0,0
CSM79HKT,0,0,0,1.00814,0,0.05962,0,0.24203,0.03869,78.52374,0,0,0,0,0,0,0,0,0,0.28797,0,0,0,0,0,0,0,0,0,0.04723
HSMA33LJ,0,0,0,2.45802,0,0.07136,0,0.21207,0,0,0.04081,3.44354,0.00546,0,0.02773,0,0,3.78179,0.10611,0,0,0.00599,0,0,8.93655,0,0,0,0,0
PSM6XBSO,0,3.50245,0.03395,2.50718,0,0,0,0.3305,0,0.45311,0.07872,4.80351,0,0,0,0,0,0.00691,0.07647,0,0,0,0,0,0.23344,0,0,0,0,0
CSM5MCU4_P,0,0,0,2.79924,0,0.09287,0,0.08061,0.05636,73.94198,0,0,0,0,0,0.15084,0,0,0,0.18969,0,0,0,0,0,0,0,0,0,0.00859
MSM79HA1,0,1.33258,0.01732,0.72544,0,0,0,0.00286,0,4.76297,0.23319,2.12349,0,0,0,0,4.11215,1.82343,0.45495,0,0.0788,0,0,0,0,0,0,1.06509,0,0
HSM7J4N6,0,1.4213,0.08056,0.14428,0,0,0,0,0.01622,0,0.03716,0.80422,0.00677,0,0.00897,0,0,0,0.00206,0,0,0,0,0,0.26175,0,0,0.11247,0,0.06718
HSM6XRQY,0,7.70685,0.06889,0,0,0,0,0,0,0,0,0,0.00505,0.05459,0,0,0,0,0,0,0,0.00399,0,0,40.8511,0,0,0,0,0
HSM6XRT2_P,0.02527,4.14984,0.07938,0,0,0,0.09979,0.12188,0.57801,0.08892,1.12203,0.21983,0.0142,0.01292,0.20304,0.0487,0,0,0,0,0.1619,0,0.01839,0,1.00583,0.03726,0,0,0,0.01524
CSM79HOF,0,0,0,0.95745,0,0,0,0.00147,0,0,0.18552,8.325,0,0,0,0,3.86326,0,1.44331,0,0.19925,0,0,0,0.99153,0.02303,0.00413,0,0,0
MSM9VZF1,0,12.18891,0,0,0,0,0,0,0,0,0,0,0.15729,0.04424,0,0,0,0,0,0.09766,0.14968,0,0,0,0,0,0.64129,0,1.07472,0.01396
HSMA33JN,0.2495,0,0,1.03313,0,0.53573,0.02781,0,0.32961,12.04097,41.46987,0,0,0,0.01972,0,0.11862,0,0,0,0.35205,0,0.01025,0,0,0,0,0,0,0.03186
PSM6XBSE_P,0,9.26139,0,0.65763,0,0,0,0.64685,0,0,0.4155,0,0,0.32998,0,0,0,0,0.00059,0,0.73662,0,0,0,0.00992,0,0,0,0,0
HSM5MD7M,0,2.14488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11127,0,0,0,0
CSM79HNY_P,1.76279,0,0,0.21653,0.00984,0,0.00625,1.12053,0.03594,0,0,0.00206,0,0,0,0,1.97633,0,0,0,0,0,0,0,0,0,0,0,0,0
PSM6XBS8,0,0,0.00879,0,0,0,0,0.28656,0,0.54482,0,0.8257,0,0,0,0,0,1.42027,0.00785,0,0,0,0,0,26.07434,0,0,0,0.01089,0
MSM5LLFO_P,0,0,0,0,0,0,0,0.44103,0,0,0,0,0,2.43959,0,0,0,0,0,0,0,0,0,0,0.14649,0,0,0,0,0
MSM6J2RK,0,0.62269,0.06417,0.77771,0,0,0,0.04887,0.00394,3.53267,0.14423,3.24955,0,0,0.00357,0,6.8349,1.32483,0.31481,0,0.19169,0,0,0,0,0,0,1.23698,0,0
CSM7KOST,3.80372,11.44449,5.98526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08098,2.90205,0,0,0,0,0,0,0,0
CSM79HIV,0.0079,0.30388,0,2.64402,0.02257,0.04612,0.00638,0.37924,0.29148,0,1.65906,10.22788,0,0,0.0103,0,0,0,0,0,0,0,0.02261,0,0,0,0,0,0,0.17453
CSM5MCZ7,0,0,0,2.54976,0,0.10312,0,0.50503,0.03024,71.05432,0,0,0,0,0,0.01412,0,0,0,0.37884,0,0,0,0,0,0,0,0,0,0
MSMAPC59,0,5.26138,0,0,1.35792,0.33626,0,0.7876,0,0,0,0,0,0.05569,0,0.0388,0,0,0,3.41833,6.93076,0.01285,0,0,0,0.00078,0,0,0,0
CSM79HI3,0,0,0,0,0,0,0,0,0,0,0,0,0,38.16354,0,0,0,0,0,0,0,0.8464,0,0,0,0,0,0,0,0
MSM6J2Q7,0,0,0.05091,0,0.04127,0,0.71858,0,0,0,0,18.5358,0,0,0,0.02044,0.19819,0,0,0,0,0.67859,0.06273,0,16.32034,0,0,0,0,0
MSM6J2QD,0,0,0.24668,0,0.00098,0,0.02183,0,0,0,0,8.98826,0,0,0.23028,0.0009,0.70974,0,0,0,0,0.06307,0.0487,0,16.09276,0,0,0,0,0.20154
MSM6J2KA,0,1.46508,0.21264,0.88272,0,0,0.0003,0.24482,0.08574,1.89445,0.20199,3.89687,0,0,0.00096,0,1.52713,1.18087,0.7551,0,0.08475,0,0,0,0,0,0,0.85221,0,0
MSMB4LZZ,0,0,0,1.19916,0.00294,0,0.01255,0,0.13639,15.53006,1.0763,4.80956,0,0.02372,0.03504,0,16.211,1.59071,0.09304,0.03921,0.17062,0,0,0,1.483,0.00485,0.13612,0,0,0
CSM67U9V_P,0,0.40955,0,2.78847,0,0,0,0.03592,0.70104,0,2.80539,11.01454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2418
ESM5GEXY,0,0,0,0,0,0.03255,0,0.08776,0,0,0,0,0,0.2934,0,0,0,0,0,0,0.08536,0,0,0,0,0,0,0,0,0
CSM5MCV1_P,0,0,0,0,0,0,0,0,0,56.19533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115,0,0,0,0,0
HSM7J4OP,0,0.05529,0,0,0,0,0,0,0,0,0,0,0,0.20939,0.03843,0.00263,0,0,0,0,0.33672,0.1647,0.01438,0,27.96292,0,0,0,0,0
HSM7J4K2,0,0,0.13593,0.58718,0,0.372,0,0.08132,0,0,0.42229,5.31176,0,0.05213,0.01103,0,0,0.59827,0.87595,0,0,0,0,0,26.76826,0,0,0,0,0
PSM7J16W,0.50527,0.1566,0.00913,0.64104,0,0,0,0,0.05064,0,0.24654,1.70217,0,0,0.01768,0,0.51981,0,0.04152,0,0,0,0,0,0,0,0,0,0.02639,0
PSMA269G,0,45.59542,0.51628,0.87339,0.02558,0.30448,0,0,0.95481,19.00265,0.73652,3.64185,0,0,0.01451,0,0,0,0.03291,0,0.01178,0,0.04638,0,0,0,0,0,0,0
ESM5MEDU,0,0,0.2072,0,0,0.00827,0.00364,0,0,12.23646,0,7.12818,0.00731,0,0,0.02235,0.00486,1.40522,0,0,0,0,0,0,0,0,0,0,0,0
CSM7KOK1,0,0,0.24918,0,0.02243,0,0.0925,0.29522,0,19.37474,0,0,0,0,0,0,0,0,0,0,0.16556,0.0498,0.00194,0,0,0,0.00492,0,0,0.24664
MSM6J2II,0,0,0.24332,0,0.35828,0,11.52414,0,0,0,0,8.32639,0,0,0.84131,0.03755,0.77198,0,0,0,0,1.19584,1.00805,0,3.59931,0,0,0,0,0.37769
CSM79HJ4_P,0,0,0,0.21152,0,0,0,0,0,0,0.44945,3.80785,0,0,0.2427,0,0.05589,0,0,0,0,0.00417,0,0,9.00952,0,0,0,0,0
MSM5LLDE,0,3.5509,0,0,0.06129,0,0,0,0,0,0.16766,5.41177,0,0,0,0,1.6921,0,0,0,0,0,0,0,35.43605,0,0,0,0,0
MSMA26DI,0,0,0.55363,0.46715,0,0,0,0.17095,0,3.75274,0.30149,2.5727,0,0,0.0349,0,0,0,0.01241,0,1.5783,0,0,0,9.08162,0,0,0.00932,0,0
HSM5MD6Y,0,1.22919,0.00883,1.84848,0,0,0.00329,0,0.33974,0,0,0,0.00725,0.0533,0.07621,0,0,0,0.14544,0,0.43052,0.0051,0,0,0,0,0,0,0,0
CSM5MCUQ_P,0.61316,0.21104,0,0,0.02235,0.70795,0.0991,0.01035,0.60531,30.8072,1.2591,4.57282,0,0,0.30675,1.73602,1.43536,0,0,0,0,0.05388,0,0,11.9803,0,0.44071,0,0,0.81501
MSM79HBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSMA33IO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSM9X1XU,0,0,0.10373,0,0,1.75174,0,0,0,0,0,0,0,0.10241,0,0.03067,0,0,0,0,0,0,0,0.06122,10.78323,0,0.06851,0,0,0
CSM7KOKF,0,0,0,0.30586,0,0,0,0,0,0,0.20759,2.42476,0,0,0.04736,0,0.41579,0,0,0,0,0.00387,0,0,9.8449,0,0,0,0,0.00287
HSM5MD4B_P,0.12462,26.71878,0,0,0,0,0,0,0,0,0,0,0,0.84002,0,0,0,0,0,0,0.60952,0,0,0,0,0.02053,0,0,0,0
PSM7J154,0.49567,0.15804,0.01656,0.60987,0,0.08974,0.00116,0,0.02162,11.77203,0.44283,3.77491,0,0,0.00874,0,0,0,0.09611,0,0.60787,0,0,0.01669,15.20244,0,0,0,0.05855,0.00592
ESM5MEBS,0,0,0.05185,0,0.0059,0,0.0262,0,0,8.05227,0,10.85951,0,0.00246,0,0.04451,0,0.19711,0,0,0.08881,0,0,0,0,0,0,0,0,0
MSM5LLDK,0,17.07027,0,0,0.01153,0,0,0,0,0,4.41708,9.56624,0,0,0.08896,0,0.46457,0,0,0,0.03694,0,0,0,41.97309,0,0,0,0,0.00095
HSM7J4KM,0,0.33822,2.35374,0.13479,0,0,0,0.64883,0.0613,0,0,1.40122,0.04501,0.00358,0,0,0,1.13774,0.00287,0,0,0,0,0,0.52293,0.01129,0,0,0,0
HSMA33SE,0,0.09917,0.37849,0.32947,0.00087,0,0.1172,0.03909,0.58475,0,0.08865,5.60442,0,0,1.39647,0,0,0,0.39541,0,0.863,0,0.00671,0,3.92303,0,0,0.28164,0,0
PSMA263S,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34688,0,0,0,0,0,0,0,0.08291,0,0,0,0,0,0,0,0
CSM79HQX,0,0,0,0,0,0.01495,0,0,0,23.83256,0,0,0,0,0.01557,0,0,0,0,0,0.02961,0.00888,0,0,0,0,0,0,0,0
MSMA26AR,0.46912,2.92972,0.18935,1.49075,0,0,0,0.11659,0,0,8.71507,0,0,0,0,0.04293,20.60814,0,0,0,0,0,0.1164,0,0.34609,0,0,0,0,0.02286
MSM5LLHV_P,4.65323,0,0,0.49187,0,0.01194,1.20634,0.04043,2.66605,0.50463,12.47335,0,0,0,0.33464,0,0,0,0.00069,0,0,0.02256,0.01543,0,11.72998,0,0.10281,0,0,0
MSM9VZJF_P,0,0.27788,4.07872,0.58556,0,0,0,0.01976,0,0.09777,0.00062,0.0626,0,0,0,0.0353,0.17009,0,0.01895,0,0,0,0,0,0.50358,0.02047,0,0,0,0
MSM79HCN_P,6.40116,0,0,0,0,0,0,0,0,64.00127,0,10.52639,0,0.06725,0,0,0,0,0.60452,0,0.2182,0,0,0,0,0,0,0,0,0
MSMA26CV,0,11.00391,0,1.34757,0,0.01407,0,0,0.00906,0.76843,0,9.35514,0,0,0.47586,0,0.12417,0,0,0,0,0,0,0,0,0,0,0,0,0
PSM6XBT1,0,0,0,0.85845,0,0,0.00775,0,0,3.46815,1.40239,6.41342,0,0,0.01006,0,0,1.39629,0.0515,0,0.05033,0,0,0,0,0,0,0,0,0
MSM79HFB,8.6585,0,0,0.10259,0.00145,0,0.11182,0.40579,0.10985,0.71287,1.74851,0.1367,0,0,0,0,4.67905,0.49397,0.43741,0.15972,0.10945,0,0,0,0.48651,0.00997,0,0.84224,0,0.07953
PSM7J1BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1629,0,0,0,0,0,0,0,0,0,0,0,0.20643,0,0,0,0
HSM7CYXS,0,0.00121,0.00523,1.48411,0,1.44391,0,0.01349,0.20291,0,0,7.05301,0,0,0.06155,0,0.66117,0,1.00737,0,0.25061,0,0,0,0,0,0,0,0,0
CSM79HQB,5.34384,0,0.15888,1.0046,0,0.10612,0.24501,0.78245,0,1.65137,0,4.01245,0,0,0,0,0.89069,0,0.99928,0,0.51011,0,0,0,0,0,0,0,0,0.04872
HSM7CZ1A,3.77661,0.36991,1.77158,1.19058,0,0,0.00333,0.80539,0.08805,0,0.07449,5.09146,0,0,0.00592,0,0,1.54318,0.07347,0,0,0,0,0,1.12793,0.01243,0,0,0,0
HSM6XRV6,0,0,0,0.26436,0.02035,0.11737,0.04114,0.02557,0.09917,0,0.04009,1.54189,0.02826,0.19124,0,0,0.64756,1.93716,0.28116,0,0.35553,0,0,0,10.8802,0.52933,0,0.09546,0,0
PSM7J1A4,0,0,0,0,0,0,0,0,0,0.0292,0,0.00462,0,3.24134,0,0,5.77848,0.23534,0,20.88912,0,1.73153,0,0,0.83,0.05284,0,0,0,0
MSM6J2K4,0,1.60497,0.04566,1.20974,0,0,0,0.0226,0.02469,2.47729,0.18783,5.59722,0,0,0,0,0.10701,1.86824,0.55332,0,0.17214,0,0,0,0,0,0,0.62747,0,0.00178
HSM7J4KI,7.32821,7.84405,0.40736,0.73579,0,0,0.04248,0.29484,0.37034,0,0.05847,6.90173,0.05297,0,0.0365,0,0.42518,1.74552,0.03496,0,0,0,0,0,1.76724,0.17778,0,0,0,0
CSM7KOQ5_P,0,0.00754,0,0.006,0.10131,2.32711,0,0,0,0,0,0.24359,0,0.20253,0,0.00705,0,0,0,0.03406,0,0,0,0,0.00484,0,0.00528,0,0,0
MSM6J2RS,0,0.07063,0.00599,0.17275,0,0,0,0.00381,0.0012,0.68384,0.0283,1.17175,0,0,0,0,0.08512,0.31007,0.0622,0,0.01908,0,0,0,0,0,0,0.15865,0,0
MSM79HCP,3.0144,0,0,0,0,0,0.00376,0,0.01186,58.34249,0,11.4318,0,0.11962,0,0,0,0,0.9947,0,0.08027,0,0,0,0,0.00575,0,0,0,0.00755
MSM6J2HP,0,0.63175,0.14447,0,0.01266,0,0.32738,0.00177,0.03014,0,3.35626,4.68579,0,0,0.21275,0,0,0,0.0169,0,0,0,0.03846,0,12.33359,0,0.04572,0.08608,0,0.01027
PSM7J1BL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57832,0,0,0,0
MSM79H6H,0,1.35569,0.04728,0.71766,0,0,0,0.02859,0,2.69277,0.20661,1.70189,0,0,0.00094,0,0.04722,1.1245,0.4921,0,0.0013,0,0,0,0,0,0,1.80387,0,0
MSMA26BH,0,0,0,0.99513,0,0,0.00262,0,0.04708,17.9955,3.42273,4.44614,0,0,0,0,11.416,2.71115,0.21103,0,0,0,0,0,0.32036,0,0,0,0,0.00471
HSMA33LX,0,1.21229,0.03736,1.04875,0.00672,1.36843,0.008,0.02291,0.01045,0,0.01293,0,0,0.01996,0.04557,0,0.02863,0,0,0,0.83552,0.04004,0,0,0,0,0,0,0,0
PSMB4MC3,0,6.36102,0.05806,0,0.00239,0,0.00607,0.0143,0.02655,0,0.52115,0,0,0.05366,0.0784,0.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSM7J13M,0,0.26446,0.00812,2.22044,0,0,0,0,0,24.75021,0.13918,6.1507,0,0,0,0,0,0,0.08526,0,0,0,0,0,0,0,0,0,0,0
HSM5MD5B_P,0.01356,0,0.00881,0,0.00695,0.1172,0.06834,0.02945,0.37482,0.00117,0.22134,0,0.19383,0.13502,0.01979,0,0,0,0,0,0.06076,0,0.01135,0,1.15868,0.19745,0,0,0,0.02323
CSM7KOKP_P,0,0,0,1.60046,0,0.00226,0.02731,0.18035,0,0.00107,0.24912,9.6119,0,0,0.20784,0,1.18886,0,0.16027,0,0,0,0,0,10.53904,0,0.01652,0,0,0.11343
HSM7J4OL,0.57618,0.02228,0.19577,0.5547,0,0.07697,0.00242,0.17893,0.07534,0.1408,0.5261,4.69503,0,0,0.04154,0,0,0,0.11094,0,0.13278,0,0,0,11.63348,0,0,0,0,0
CSM79HHA,0.51578,0,0,0.7428,0,2.53882,0,0,0.05451,0,1.19158,0.11238,0,0,0.04732,0,0,0.79913,0.19381,0,0,2.2356,0,0,0,0,0,0,0,0.43514
ESM5MEBI,0,0,0,0,0,0.01109,0,0,0,0,0,0,0,0.21582,0.00663,0.00369,0,0,0,0,0.15039,0,0,0,0,0,0,0,0,0
CSM5MCYS,6.20802,5.01647,0.40543,0,0,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01219,1.14968,0.93985,0,0,0,0,0,0,0.04772
MSM7J16L,0,0.0116,0.14837,0.46515,0,0,0,0.03691,0.00217,0,2.34369,0,0,0,0,0.09172,1.18296,0,0,0,0.03131,0,0.06702,0,3.64074,0,0,0,0,0
HSM7J4HY,0.00475,0,0,0.77595,0.00481,0.00688,0.00412,0.02027,0.04074,0,0.83593,3.80878,0,0,0,0,0.29398,0,0.02847,0,0,0,0,0,22.77666,0,0,0.2698,0,0
MSM9VZO2,0,10.41912,0,0,0.15646,0.12201,0,0,0,0,0,0,0,0.0217,0,0.16545,0,0,0,0,1.6741,0.0014,0,0,0,0.01807,0,0,0,0
HSMA33KE,0,5.06328,4.17834,1.29233,0.00363,0.0931,0,0,4.16137,0,0.11793,0,0,0,0,0.03138,0,0,0.16537,0,0,0.04502,0.06678,0,0,0,0,0,0,0
CSM79HJ8_P,0,0,0,0.92231,0.04154,0,0.06645,0.18454,0,0.01453,0.6121,5.28887,0,0,0.01477,0,2.1586,0,0,0.03061,0,0,0,0,9.37701,0,0,0,0,0.01688
CSM79HNU,0,28.42436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69965,0,0,0.02677,0,0,0,0,0
ESM718T7,0,0,0.0406,0.1838,0,0,0.0234,0.09476,0,0,0.00527,1.66615,0.00597,0,0,0,0.00883,0.17643,0.11911,0,0,0,0,0,0.73458,0.00444,0,0,0,0
MSMA26BF,0,0,0,0.60405,0,0,0,0,0.09757,16.84404,1.91204,2.86901,0,0,0.00776,0,3.92227,1.49085,0.09815,0.00281,0,0,0,0,0.03945,0,0,0,0,0
MSMA26AP,1.8873,0.31315,0.10574,2.35558,0,0,0.01586,0.1544,0,0,2.2702,0,0,0,0,0.01511,5.71028,0,0,0,0,0,0.16566,0,4.23823,0,0,0,0,0.14023
HSM7J4RE,0.01037,0.09671,0.02953,0.79356,0,0.71871,0.01046,0.0335,0,22.09545,2.32774,5.70256,0,0.00139,0.00285,0,9.32397,0,0.18024,0,0.34733,0,0,0,4.42537,0,0,0,0,0
MSMAPC55,1.80993,0.19323,0.51942,1.23072,0.02629,0.07861,0.05457,0.13035,0.96862,10.19333,3.06145,5.55755,0,0,0.00112,0.10671,1.40298,0,0,0,0,0,0.00469,0,0,0,0,0,0,0
MSM5LLIG_P,0,1.11902,0,0.90064,0,0,0,0.06811,0,0.27931,0.61262,4.10476,0,0,0,0,0,0,0.03506,0,0.12984,0,0,0,0.01056,0,0,0,0,0
HSM5MD4N,0,1.43503,0,1.07016,0,0.2616,0,0.18391,0.03642,0,0,6.34685,0.0152,0,0.01939,0,0.03545,0,0.76371,0,0,0,0,0,0,0,0,0,0,0
